Time,%usr,%sys,%CPU
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:06,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:07,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:08,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,1.00,1.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:09,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,1.00,0.00,1.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:10,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,1.00,1.00,2.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,1.00,1.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,0.00,0.00
01:10:12,0.00,1.00,1.00
01:10:12,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,1.00,0.00,1.00
01:10:13,1.00,0.00,1.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:13,0.00,0.00,0.00
01:10:14,0.00,0.00,0.00
01:10:14,0.00,0.00,0.00
01:10:14,1.00,0.00,1.00
01:10:14,1.00,0.00,1.00
01:10:14,1.00,0.00,1.00
01:10:14,2.00,1.00,3.00
01:10:14,0.00,0.00,0.00
01:10:14,0.00,0.00,0.00
01:10:14,0.00,0.00,0.00
01:10:14,0.00,0.00,0.00
01:10:14,1.00,0.00,1.00
01:10:14,0.00,0.00,0.00
01:10:14,1.00,0.00,1.00
01:10:14,0.00,1.00,1.00
01:10:14,0.00,0.00,0.00
01:10:14,0.00,1.00,1.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,1.00,0.00,1.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,1.00,1.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:15,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,1.00,0.00,1.00
01:10:16,1.00,1.00,2.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,0.00,0.00,0.00
01:10:16,1.00,0.00,1.00
01:10:16,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,1.00,1.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:17,1.00,0.00,1.00
01:10:17,0.00,0.00,0.00
01:10:17,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,1.00,0.00,1.00
01:10:18,1.00,1.00,2.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,1.00,0.00,1.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,0.00,0.00,0.00
01:10:18,1.00,0.00,1.00
01:10:19,1.00,0.00,1.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,1.00,1.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:19,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,1.00,1.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:20,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,1.00,1.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,0.00,0.00,0.00
01:10:21,2.00,1.00,3.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,1.00,1.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:22,1.00,0.00,1.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:22,1.00,0.00,1.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:22,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,1.00,0.00,1.00
01:10:23,0.00,0.00,0.00
01:10:23,1.00,0.00,1.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:23,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,1.00,1.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:24,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:25,0.00,0.00,0.00
01:10:26,1.00,1.00,2.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,1.00,0.00,1.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:26,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,1.00,0.00,1.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,0.00,0.00
01:10:27,1.00,0.00,1.00
01:10:27,0.00,0.00,0.00
01:10:27,0.00,1.00,1.00
01:10:28,0.00,0.00,0.00
01:10:28,1.00,0.00,1.00
01:10:28,0.00,0.00,0.00
01:10:28,0.00,0.00,0.00
01:10:28,0.00,0.00,0.00
01:10:28,0.00,0.00,0.00
01:10:28,1.00,0.00,1.00
01:10:28,0.00,0.00,0.00
01:10:28,1.00,0.00,1.00
01:10:28,0.00,0.00,0.00
01:10:28,0.00,0.00,0.00
01:10:28,0.00,0.00,0.00
01:10:28,0.00,0.00,0.00
01:10:28,1.00,1.00,2.00
01:10:28,0.00,0.00,0.00
01:10:28,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:29,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,1.00,1.00
01:10:30,0.00,1.00,1.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,1.00,1.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:30,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:31,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,0.00,0.00,0.00
01:10:32,1.00,1.00,2.00
01:10:32,1.00,0.00,1.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,1.00,1.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:33,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,1.00,0.00,1.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,1.00,0.00,1.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:34,0.00,0.00,0.00
01:10:35,1.00,0.00,1.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,5.00,3.00,8.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:35,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,1.00,0.00,1.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:36,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,1.00,0.00,1.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:37,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,1.00,0.00,1.00
01:10:38,0.00,1.00,1.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:38,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
01:10:39,0.00,0.00,0.00
