Time,%usr,%sys,%CPU
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:41,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:42,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:43,0.00,0.00,0.00
12:16:44,28.00,16.00,44.00
12:16:44,32.00,16.00,48.00
12:16:44,30.00,17.00,47.00
12:16:44,31.00,20.00,51.00
12:16:44,26.00,18.00,44.00
12:16:44,31.00,16.00,47.00
12:16:44,28.00,19.00,47.00
12:16:44,33.00,18.00,51.00
12:16:44,30.00,17.00,47.00
12:16:44,31.00,21.00,52.00
12:16:44,34.00,18.00,52.00
12:16:44,29.00,16.00,45.00
12:16:44,31.00,19.00,50.00
12:16:44,26.00,18.00,44.00
12:16:44,27.00,18.00,45.00
12:16:44,31.00,18.00,49.00
12:16:44,0.00,0.00,0.00
12:16:45,43.00,23.00,66.00
12:16:45,46.00,25.00,71.00
12:16:45,45.00,22.00,67.00
12:16:45,44.00,20.00,64.00
12:16:45,52.00,25.00,77.00
12:16:45,48.00,22.00,70.00
12:16:45,45.00,22.00,67.00
12:16:45,46.00,24.00,70.00
12:16:45,47.00,21.00,68.00
12:16:45,49.00,22.00,71.00
12:16:45,37.00,18.00,55.00
12:16:45,47.00,26.00,73.00
12:16:45,47.00,24.00,71.00
12:16:45,41.00,23.00,64.00
12:16:45,47.00,28.00,75.00
12:16:45,49.00,24.00,73.00
12:16:46,50.00,22.00,72.00
12:16:46,45.00,21.00,66.00
12:16:46,36.00,20.00,56.00
12:16:46,39.00,18.00,57.00
12:16:46,45.00,23.00,68.00
12:16:46,42.00,21.00,63.00
12:16:46,47.00,24.00,71.00
12:16:46,42.00,21.00,63.00
12:16:46,42.00,23.00,65.00
12:16:46,41.00,19.00,60.00
12:16:46,52.00,24.00,76.00
12:16:46,43.00,22.00,65.00
12:16:46,47.00,22.00,69.00
12:16:46,46.00,23.00,69.00
12:16:46,50.00,25.00,75.00
12:16:46,44.00,24.00,68.00
12:16:46,0.00,0.00,0.00
12:16:47,41.00,20.00,61.00
12:16:47,48.00,23.00,71.00
12:16:47,42.00,19.00,61.00
12:16:47,48.00,20.00,68.00
12:16:47,46.00,20.00,66.00
12:16:47,46.00,21.00,67.00
12:16:47,51.00,23.00,74.00
12:16:47,44.00,20.00,64.00
12:16:47,46.00,20.00,66.00
12:16:47,51.00,22.00,73.00
12:16:47,49.00,21.00,70.00
12:16:47,40.00,20.00,60.00
12:16:47,49.00,20.00,69.00
12:16:47,40.00,19.00,59.00
12:16:47,41.00,20.00,61.00
12:16:47,42.00,22.00,64.00
12:16:47,0.00,0.00,0.00
12:16:48,38.00,16.00,54.00
12:16:48,54.00,21.00,75.00
12:16:48,43.00,20.00,63.00
12:16:48,44.00,20.00,64.00
12:16:48,47.00,22.00,69.00
12:16:48,42.00,18.00,60.00
12:16:48,41.00,18.00,59.00
12:16:48,39.00,18.00,57.00
12:16:48,47.00,21.00,68.00
12:16:48,36.00,17.00,53.00
12:16:48,39.00,19.00,58.00
12:16:48,37.00,17.00,54.00
12:16:48,43.00,20.00,63.00
12:16:48,38.00,18.00,56.00
12:16:48,42.00,23.00,65.00
12:16:48,41.00,20.00,61.00
12:16:49,41.00,18.00,59.00
12:16:49,40.00,17.00,57.00
12:16:49,47.00,22.00,69.00
12:16:49,37.00,19.00,56.00
12:16:49,44.00,17.00,61.00
12:16:49,48.00,19.00,67.00
12:16:49,37.00,17.00,54.00
12:16:49,43.00,18.00,61.00
12:16:49,42.00,19.00,61.00
12:16:49,43.00,19.00,62.00
12:16:49,45.00,19.00,64.00
12:16:49,50.00,22.00,72.00
12:16:49,48.00,21.00,69.00
12:16:49,43.00,18.00,61.00
12:16:49,43.00,18.00,61.00
12:16:49,43.00,15.00,58.00
12:16:50,33.00,16.00,49.00
12:16:50,45.00,16.00,61.00
12:16:50,34.00,16.00,50.00
12:16:50,43.00,15.00,58.00
