0.69 1.06 1.06 1.38 1.81 2.12 1.76
0.38 0.69 0.81 1.50 1.51 1.69 2.24
0.13 0.63 1.12 12.22 1.99 1.75 2.01
68.40 64.67 58.65 60.86 1.38 8.73 8.03
87.80 85.63 83.56 61.60 27.53 26.41 7.45
87.13 83.79 80.80 56.57 35.45 27.08 7.61
86.22 83.58 80.04 53.41 33.50 24.12 7.58
85.26 82.84 77.10 54.00 32.07 22.94 7.64
83.32 82.28 77.37 56.34 30.85 23.04 7.43
84.13 81.34 70.72 40.93 27.94 22.30 7.43
82.04 78.24 69.80 49.11 27.72 19.21 7.20
81.94 77.63 73.16 48.82 27.26 20.10 8.08
79.41 74.97 68.19 50.28 24.97 21.20 7.08
81.16 77.29 71.44 44.50 24.69 20.30 7.25
84.17 80.59 77.19 47.60 25.26 19.20 7.60
82.95 78.82 71.24 44.55 32.14 22.32 7.49
81.62 77.52 67.51 47.67 23.71 20.51 7.76
79.75 78.23 67.83 42.60 25.22 20.72 7.38
74.64 74.70 63.84 45.60 26.74 19.36 7.06
74.64 67.00 58.51 36.79 24.23 22.23 7.27
75.53 76.79 63.36 40.62 24.95 20.02 7.54
71.56 66.58 58.54 42.78 25.96 20.78 7.24
71.56 70.29 65.40 23.85 24.89 20.48 7.45
2.00 1.94 3.25 2.31 25.39 11.59 7.43
