0.06 0.06 0.06 0.00 0.00 0.19 0.00
0.06 0.06 0.06 0.06 0.06 0.00 0.06
0.00 0.06 0.00 1.69 0.00 0.00 0.00
8.59 8.38 8.46 12.42 0.06 2.37 5.42
11.19 11.29 12.38 12.53 8.00 11.84 4.94
11.24 11.24 12.22 12.27 12.37 12.00 5.05
10.96 11.32 12.37 12.28 12.42 11.69 4.54
11.73 11.77 12.89 12.75 12.20 11.93 4.95
11.74 11.77 12.82 12.67 12.13 11.71 4.87
12.18 11.96 12.71 11.55 11.77 11.71 4.87
11.89 12.16 12.52 12.57 11.98 11.24 4.94
12.44 12.21 12.95 12.28 11.62 11.47 5.22
12.18 12.17 12.77 12.54 11.62 11.56 4.76
13.16 12.54 13.12 12.68 11.58 11.54 4.63
14.82 13.25 15.16 13.54 11.86 11.38 4.79
15.05 13.66 15.04 13.24 12.14 12.02 5.06
15.18 13.22 14.38 13.67 12.13 11.49 4.97
15.06 13.23 14.64 12.94 11.96 12.06 4.69
14.55 12.90 14.24 13.66 12.30 11.53 4.68
14.65 12.93 13.98 12.16 11.50 12.01 4.89
14.99 13.30 14.54 13.17 11.77 11.21 4.92
14.19 12.69 13.78 13.08 11.68 11.34 4.68
14.06 12.75 14.65 7.30 11.65 11.38 4.82
0.00 0.00 0.12 0.00 12.14 6.13 4.74
