0.0
0.0
5.41
13.41
12.5
11.94
10.94
13.88
11.69
12.81
12.59
13.5
13.29
13.0
11.65
11.53
12.59
12.71
12.44
12.18
12.76
11.25
9.88
9.24
8.88
7.47
0.38
