0.0
0.0
7.19
26.94
15.82
15.38
17.12
18.94
20.35
18.41
19.06
18.59
17.35
20.38
17.41
17.53
18.24
16.06
17.47
17.53
17.41
16.35
16.06
16.35
16.88
13.18
0.38
