Linux 5.14.0-427.el9.x86_64 (centos) 	06/27/2024 	_x86_64_	(16 CPU)

01:10:06 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:10:07 AM  all    1.07    0.00    0.69    0.00    0.00    0.00    0.00    0.00    0.00   98.24
01:10:07 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:07 AM    1    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:07 AM    2    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:07 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:07 AM    4    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:07 AM    5    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
01:10:07 AM    6    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:07 AM    7    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:10:07 AM    8    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:07 AM    9    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:07 AM   10    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:07 AM   11    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:07 AM   12    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:10:07 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:07 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:07 AM   15    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00

01:10:07 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:10:08 AM  all    1.06    0.00    0.94    0.00    0.19    0.06    0.00    0.00    0.00   97.76
01:10:08 AM    0    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00   99.01
01:10:08 AM    1    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:08 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:08 AM    3    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:08 AM    4    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:08 AM    5    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:08 AM    6    1.96    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   96.08
01:10:08 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:08 AM    8    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:08 AM    9    1.94    0.00    1.94    0.00    0.97    0.97    0.00    0.00    0.00   94.17
01:10:08 AM   10    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:08 AM   11    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:08 AM   12    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:10:08 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:08 AM   14    0.99    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00   98.02
01:10:08 AM   15    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04

01:10:08 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:10:09 AM  all    0.88    0.00    1.07    0.00    0.06    0.00    0.00    0.00    0.00   97.99
01:10:09 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:09 AM    1    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:09 AM    2    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:10:09 AM    3    1.00    0.00    1.00    0.00    1.00    0.00    0.00    0.00    0.00   97.00
01:10:09 AM    4    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
01:10:09 AM    5    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
01:10:09 AM    6    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:09 AM    7    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   98.97
01:10:09 AM    8    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:09 AM    9    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
01:10:09 AM   10    1.96    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   96.08
01:10:09 AM   11    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
01:10:09 AM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:09 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:10:09 AM   14    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:10:09 AM   15    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00

01:10:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
