Run_Number	0.0	0.1	0.25	0.5	0.75	0.9	1.0
1	211	37	40	38	47	60	43
2	7406	40	42	40	173	62	47
3	14229	27	46	47	55	211	34
4	28451	32	42	62	50	96	49
5	22011	41	38	43	43	73	39
6	140	37	35	44	43	77	40
7	421	38	37	51	64	65	40
8	13647	36	40	65	70	77	33
9	148	35	36	42	64	91	37
10	4589	34	42	107	56	223	36
