Linux 5.14.0-427.el9.x86_64 (centos) 	09/24/2024 	_x86_64_	(16 CPU)

12:17:51 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:17:52 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:17:52 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:17:53 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:17:53 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:17:54 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:17:54 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:17:55 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:17:55 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:17:56 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:17:56 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:17:57 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:17:57 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:17:58 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:17:58 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:17:59 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:17:59 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:00 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:00 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:01 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:01 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:02 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:02 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:03 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:03 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:04 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:04 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:05 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:05 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:06 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:06 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:07 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:07 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:08 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     5  python3
12:18:08 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     5  |__python3
12:18:09 AM     0   2509136         -    1.00    0.00    0.00    0.00    1.00     8  python3
12:18:09 AM     0         -   2509136    1.00    0.00    0.00    0.00    1.00     8  |__python3
12:18:10 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00    15  python3
12:18:10 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00    15  |__python3
12:18:11 AM     0   2509136         -    0.00    1.00    0.00    0.00    1.00    11  python3
12:18:11 AM     0         -   2509136    0.00    1.00    0.00    0.00    1.00    11  |__python3
12:18:12 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     7  python3
12:18:12 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     7  |__python3
12:18:13 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00    14  python3
12:18:13 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00    14  |__python3
12:18:14 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     9  python3
12:18:14 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     9  |__python3
12:18:15 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     7  python3
12:18:15 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     7  |__python3
12:18:16 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     8  python3
12:18:16 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     8  |__python3
12:18:17 AM     0   2509136         -    1.00    1.00    0.00    0.00    2.00     0  python3
12:18:17 AM     0         -   2509136    1.00    1.00    0.00    0.00    2.00     0  |__python3
12:18:18 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     7  python3
12:18:18 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     7  |__python3
12:18:19 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00    15  python3
12:18:19 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00    15  |__python3
12:18:20 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     1  python3
12:18:20 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     1  |__python3
12:18:21 AM     0   2509136         -    1.00    1.00    0.00    1.00    2.00    12  python3
12:18:21 AM     0         -   2509136    1.00    1.00    0.00    1.00    2.00    12  |__python3
12:18:22 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00    10  python3
12:18:22 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00    10  |__python3
12:18:23 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     9  python3
12:18:23 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     9  |__python3
12:18:24 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00    11  python3
12:18:24 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00    11  |__python3
12:18:25 AM     0   2509136         -    4.00    2.00    0.00    8.00    6.00     8  python3
12:18:25 AM     0         -   2509136    4.00    2.00    0.00    8.00    6.00     8  |__python3
12:18:26 AM     0   2509136         -   15.00   11.00    0.00   41.00   26.00     1  python3
12:18:26 AM     0         -   2509136   15.00   11.00    0.00   41.00   26.00     1  |__python3
12:18:27 AM     0   2509136         -   17.00   10.00    0.00   31.00   27.00     1  python3
12:18:27 AM     0         -   2509136   17.00   10.00    0.00   31.00   27.00     1  |__python3
12:18:28 AM     0   2509136         -   17.00   10.00    0.00   25.00   27.00    12  python3
12:18:28 AM     0         -   2509136   17.00   10.00    0.00   25.00   27.00    12  |__python3
12:18:29 AM     0   2509136         -    9.00    6.00    0.00   10.00   15.00     7  python3
12:18:29 AM     0         -   2509136    9.00    6.00    0.00   10.00   15.00     7  |__python3
12:18:30 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00    10  python3
12:18:30 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00    10  |__python3
12:18:31 AM     0   2509136         -    1.00    0.00    0.00    0.00    1.00     0  python3
12:18:31 AM     0         -   2509136    1.00    0.00    0.00    0.00    1.00     0  |__python3
12:18:32 AM     0   2509136         -    0.00    0.00    0.00    0.00    0.00     0  python3
12:18:32 AM     0         -   2509136    0.00    0.00    0.00    0.00    0.00     0  |__python3

Average:        0   2509136         -    1.61    1.02    0.00    2.83    2.63     -  python3
Average:        0         -   2509136    1.61    1.02    0.00    2.83    2.63     -  |__python3
