[16:51:16] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:16] port 1: br-int, UPCALL packets:0 errors:0
[16:51:16] port 2: ens16f1np1, UPCALL packets:3951310 errors:11705
[16:51:16] port 3: pod1, UPCALL packets:150 errors:0
[16:51:16] port 4: pod2, UPCALL packets:128 errors:0
[16:51:16] port 5: pod3, UPCALL packets:164 errors:0
[16:51:16] port 6: pod4, UPCALL packets:55 errors:0
[16:51:16] port 7: pod5, UPCALL packets:179 errors:0
[16:51:16] port 8: pod6, UPCALL packets:114 errors:0
[16:51:16] port 9: pod7, UPCALL packets:216 errors:0
[16:51:16] port 10: pod8, UPCALL packets:134 errors:0
[16:51:18] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:18] port 1: br-int, UPCALL packets:0 errors:0
[16:51:18] port 2: ens16f1np1, UPCALL packets:3951310 errors:11705
[16:51:18] port 3: pod1, UPCALL packets:150 errors:0
[16:51:18] port 4: pod2, UPCALL packets:128 errors:0
[16:51:18] port 5: pod3, UPCALL packets:164 errors:0
[16:51:18] port 6: pod4, UPCALL packets:55 errors:0
[16:51:18] port 7: pod5, UPCALL packets:179 errors:0
[16:51:18] port 8: pod6, UPCALL packets:114 errors:0
[16:51:18] port 9: pod7, UPCALL packets:216 errors:0
[16:51:18] port 10: pod8, UPCALL packets:134 errors:0
[16:51:19] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:19] port 1: br-int, UPCALL packets:0 errors:0
[16:51:19] port 2: ens16f1np1, UPCALL packets:3951310 errors:11705
[16:51:19] port 3: pod1, UPCALL packets:150 errors:0
[16:51:19] port 4: pod2, UPCALL packets:128 errors:0
[16:51:19] port 5: pod3, UPCALL packets:164 errors:0
[16:51:19] port 6: pod4, UPCALL packets:55 errors:0
[16:51:19] port 7: pod5, UPCALL packets:179 errors:0
[16:51:19] port 8: pod6, UPCALL packets:114 errors:0
[16:51:19] port 9: pod7, UPCALL packets:216 errors:0
[16:51:19] port 10: pod8, UPCALL packets:134 errors:0
[16:51:20] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:20] port 1: br-int, UPCALL packets:0 errors:0
[16:51:20] port 2: ens16f1np1, UPCALL packets:3951310 errors:11705
[16:51:20] port 3: pod1, UPCALL packets:150 errors:0
[16:51:20] port 4: pod2, UPCALL packets:128 errors:0
[16:51:20] port 5: pod3, UPCALL packets:164 errors:0
[16:51:20] port 6: pod4, UPCALL packets:55 errors:0
[16:51:20] port 7: pod5, UPCALL packets:179 errors:0
[16:51:20] port 8: pod6, UPCALL packets:114 errors:0
[16:51:20] port 9: pod7, UPCALL packets:216 errors:0
[16:51:20] port 10: pod8, UPCALL packets:134 errors:0
[16:51:21] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:21] port 1: br-int, UPCALL packets:0 errors:0
[16:51:21] port 2: ens16f1np1, UPCALL packets:4019401 errors:11705
[16:51:21] port 3: pod1, UPCALL packets:150 errors:0
[16:51:21] port 4: pod2, UPCALL packets:128 errors:0
[16:51:21] port 5: pod3, UPCALL packets:164 errors:0
[16:51:21] port 6: pod4, UPCALL packets:67 errors:0
[16:51:21] port 7: pod5, UPCALL packets:191 errors:0
[16:51:21] port 8: pod6, UPCALL packets:118 errors:0
[16:51:21] port 9: pod7, UPCALL packets:224 errors:0
[16:51:21] port 10: pod8, UPCALL packets:158 errors:0
[16:51:22] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:22] port 1: br-int, UPCALL packets:0 errors:0
[16:51:22] port 2: ens16f1np1, UPCALL packets:4045338 errors:11705
[16:51:22] port 3: pod1, UPCALL packets:150 errors:0
[16:51:22] port 4: pod2, UPCALL packets:128 errors:0
[16:51:22] port 5: pod3, UPCALL packets:164 errors:0
[16:51:22] port 6: pod4, UPCALL packets:67 errors:0
[16:51:22] port 7: pod5, UPCALL packets:191 errors:0
[16:51:22] port 8: pod6, UPCALL packets:118 errors:0
[16:51:22] port 9: pod7, UPCALL packets:224 errors:0
[16:51:22] port 10: pod8, UPCALL packets:158 errors:0
[16:51:23] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:23] port 1: br-int, UPCALL packets:0 errors:0
[16:51:23] port 2: ens16f1np1, UPCALL packets:4066424 errors:11705
[16:51:23] port 3: pod1, UPCALL packets:150 errors:0
[16:51:23] port 4: pod2, UPCALL packets:128 errors:0
[16:51:23] port 5: pod3, UPCALL packets:164 errors:0
[16:51:23] port 6: pod4, UPCALL packets:67 errors:0
[16:51:23] port 7: pod5, UPCALL packets:191 errors:0
[16:51:23] port 8: pod6, UPCALL packets:118 errors:0
[16:51:23] port 9: pod7, UPCALL packets:224 errors:0
[16:51:23] port 10: pod8, UPCALL packets:158 errors:0
[16:51:24] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:24] port 1: br-int, UPCALL packets:0 errors:0
[16:51:24] port 2: ens16f1np1, UPCALL packets:4102609 errors:11705
[16:51:24] port 3: pod1, UPCALL packets:162 errors:0
[16:51:24] port 4: pod2, UPCALL packets:152 errors:0
[16:51:24] port 5: pod3, UPCALL packets:172 errors:0
[16:51:24] port 6: pod4, UPCALL packets:67 errors:0
[16:51:24] port 7: pod5, UPCALL packets:191 errors:0
[16:51:24] port 8: pod6, UPCALL packets:118 errors:0
[16:51:24] port 9: pod7, UPCALL packets:224 errors:0
[16:51:24] port 10: pod8, UPCALL packets:158 errors:0
[16:51:25] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:25] port 1: br-int, UPCALL packets:0 errors:0
[16:51:25] port 2: ens16f1np1, UPCALL packets:4134926 errors:11705
[16:51:25] port 3: pod1, UPCALL packets:162 errors:0
[16:51:25] port 4: pod2, UPCALL packets:152 errors:0
[16:51:25] port 5: pod3, UPCALL packets:172 errors:0
[16:51:25] port 6: pod4, UPCALL packets:67 errors:0
[16:51:25] port 7: pod5, UPCALL packets:191 errors:0
[16:51:25] port 8: pod6, UPCALL packets:118 errors:0
[16:51:25] port 9: pod7, UPCALL packets:224 errors:0
[16:51:25] port 10: pod8, UPCALL packets:158 errors:0
[16:51:26] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:26] port 1: br-int, UPCALL packets:0 errors:0
[16:51:26] port 2: ens16f1np1, UPCALL packets:4162459 errors:11705
[16:51:26] port 3: pod1, UPCALL packets:163 errors:0
[16:51:26] port 4: pod2, UPCALL packets:152 errors:0
[16:51:26] port 5: pod3, UPCALL packets:173 errors:0
[16:51:26] port 6: pod4, UPCALL packets:68 errors:0
[16:51:26] port 7: pod5, UPCALL packets:192 errors:0
[16:51:26] port 8: pod6, UPCALL packets:119 errors:0
[16:51:26] port 9: pod7, UPCALL packets:225 errors:0
[16:51:26] port 10: pod8, UPCALL packets:159 errors:0
[16:51:27] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:27] port 1: br-int, UPCALL packets:0 errors:0
[16:51:27] port 2: ens16f1np1, UPCALL packets:4204393 errors:11705
[16:51:27] port 3: pod1, UPCALL packets:163 errors:0
[16:51:27] port 4: pod2, UPCALL packets:153 errors:0
[16:51:27] port 5: pod3, UPCALL packets:173 errors:0
[16:51:27] port 6: pod4, UPCALL packets:68 errors:0
[16:51:27] port 7: pod5, UPCALL packets:192 errors:0
[16:51:27] port 8: pod6, UPCALL packets:119 errors:0
[16:51:27] port 9: pod7, UPCALL packets:225 errors:0
[16:51:27] port 10: pod8, UPCALL packets:159 errors:0
[16:51:28] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:28] port 1: br-int, UPCALL packets:0 errors:0
[16:51:28] port 2: ens16f1np1, UPCALL packets:4220089 errors:11705
[16:51:28] port 3: pod1, UPCALL packets:163 errors:0
[16:51:28] port 4: pod2, UPCALL packets:153 errors:0
[16:51:28] port 5: pod3, UPCALL packets:173 errors:0
[16:51:28] port 6: pod4, UPCALL packets:68 errors:0
[16:51:28] port 7: pod5, UPCALL packets:192 errors:0
[16:51:28] port 8: pod6, UPCALL packets:119 errors:0
[16:51:28] port 9: pod7, UPCALL packets:225 errors:0
[16:51:28] port 10: pod8, UPCALL packets:159 errors:0
[16:51:29] port 0: ovs-system, UPCALL packets:104401 errors:39550
[16:51:29] port 1: br-int, UPCALL packets:0 errors:0
[16:51:29] port 2: ens16f1np1, UPCALL packets:4236096 errors:11705
[16:51:29] port 3: pod1, UPCALL packets:163 errors:0
[16:51:29] port 4: pod2, UPCALL packets:153 errors:0
[16:51:29] port 5: pod3, UPCALL packets:173 errors:0
[16:51:29] port 6: pod4, UPCALL packets:68 errors:0
[16:51:29] port 7: pod5, UPCALL packets:192 errors:0
[16:51:29] port 8: pod6, UPCALL packets:119 errors:0
[16:51:29] port 9: pod7, UPCALL packets:225 errors:0
[16:51:29] port 10: pod8, UPCALL packets:159 errors:0
