Run_Number	0.0	0.1	0.25	0.5	0.75	0.9	1.0
1	1067022	432	541.0	979.0	1033.0	401	392.0
2	947833	401	536.0	732	1089	324	328.0
3	915111.0	364.0	560	721	776	280.0	261.0
4	992971	386.0	550	871	810.0	331	354.0
5	905327.5	321.0	620.0	729.5	692.5	344	344
6	784491.5	352.0	526.0	671	891.0	303	342
7	893407	358	491	697	989	328	306.0
8	915492	415.0	563	890	764.0	298	257
9	865806	334	562.0	661	857.0	267.0	295.0
10	867847	387	564.0	905	804.5	259	290.0
