Run_Number	0.0	0.1	0.25	0.5	0.75	0.9	1.0
1	878614	964.0	949	387414	1821.0	455	369.0
2	842880	933.0	895.0	454703.5	1417.0	366	322
3	823419	780	872.5	452451.0	996	348	257.0
4	826341.0	772.0	911	493630.0	1029	405	331
5	829666	700	967	472959.5	874	406.0	328.0
6	730498	778	882.0	476578	1280.0	387.0	326
7	836121	684	828.0	447530.0	1273	384	291.0
8	841833.0	745.0	1005.0	444374.5	933.0	363	253.0
9	736728.0	742	996.0	419579.5	1186.0	332.0	292
10	786485	738	896.0	546981.5	1155	328	279.0
