Linux 5.14.0-427.el9.x86_64 (centos) 	06/27/2024 	_x86_64_	(16 CPU)

03:32:46 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:32:47 PM   978     33988         -    9.00    8.00    0.00    0.00   17.00    10  ovs-vswitchd
03:32:47 PM   978         -     33988    0.00    0.00    0.00    0.00    0.00    10  |__ovs-vswitchd
03:32:47 PM   978         -     33990    0.00    0.00    0.00    0.00    0.00     6  |__handler1
03:32:47 PM   978         -     33991    0.00    0.00    0.00    0.00    0.00    10  |__handler2
03:32:47 PM   978         -     33992    0.00    0.00    0.00    0.00    0.00     2  |__handler3
03:32:47 PM   978         -     33993    0.00    0.00    0.00    0.00    0.00    13  |__urcu4
03:32:47 PM   978         -     33994    0.00    0.00    0.00    0.00    0.00     4  |__handler5
03:32:47 PM   978         -     33995    0.00    0.00    0.00    0.00    0.00     6  |__handler6
03:32:47 PM   978         -     33996    0.00    0.00    0.00    0.00    0.00     5  |__handler7
03:32:47 PM   978         -     33997    0.00    0.00    0.00    0.00    0.00     6  |__handler8
03:32:47 PM   978         -     33998    0.00    0.00    0.00    0.00    0.00    12  |__handler9
03:32:47 PM   978         -     33999    0.00    0.00    0.00    0.00    0.00    10  |__handler10
03:32:47 PM   978         -     34000    0.00    0.00    0.00    0.00    0.00    13  |__handler11
03:32:47 PM   978         -     34001    0.00    0.00    0.00    0.00    0.00    12  |__handler12
03:32:47 PM   978         -     34002    0.00    0.00    0.00    0.00    0.00     8  |__handler13
03:32:47 PM   978         -     34003    0.00    0.00    0.00    0.00    0.00    13  |__handler14
03:32:47 PM   978         -     34004    0.00    0.00    0.00    0.00    0.00     6  |__handler15
03:32:47 PM   978         -     34005    0.00    0.00    0.00    0.00    0.00    10  |__handler16
03:32:47 PM   978         -     34006    0.00    0.00    0.00    0.00    0.00    11  |__handler17
03:32:47 PM   978         -     34007    1.00    0.00    0.00    0.00    1.00     9  |__revalidator18
03:32:47 PM   978         -     34008    1.00    1.00    0.00    0.00    2.00    13  |__revalidator19
03:32:47 PM   978         -     34009    1.00    1.00    0.00    0.00    2.00    15  |__revalidator20
03:32:47 PM   978         -     34010    1.00    1.00    0.00    0.00    2.00     2  |__revalidator21
03:32:47 PM   978         -     34011    1.00    1.00    0.00    0.00    2.00     5  |__revalidator22
03:32:47 PM   978         -     34012    1.00    1.00    0.00    0.00    2.00     3  |__revalidator23
03:32:47 PM   978         -     34013    1.00    1.00    0.00    0.00    2.00     0  |__revalidator24
03:32:47 PM   978         -     34014    1.00    1.00    0.00    0.00    2.00     7  |__revalidator25
03:32:47 PM   978         -     34015    1.00    1.00    0.00    0.00    2.00    11  |__revalidator26
03:32:47 PM   978         -     34016    1.00    1.00    0.00    0.00    2.00     1  |__revalidator27
03:32:48 PM   978     33988         -   10.00    8.00    0.00    0.00   18.00    10  ovs-vswitchd
03:32:48 PM   978         -     33988    0.00    0.00    0.00    0.00    0.00    10  |__ovs-vswitchd
