Linux 5.14.0-427.el9.x86_64 (centos) 	06/27/2024 	_x86_64_	(16 CPU)

03:12:05 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:12:06 PM   978      9621         -   15.00   12.00    0.00    0.00   27.00     9  ovs-vswitchd
03:12:06 PM   978         -      9621    0.00    0.00    0.00    0.00    0.00     9  |__ovs-vswitchd
03:12:06 PM   978         -      9623    0.00    0.00    0.00    0.00    0.00     3  |__handler1
03:12:06 PM   978         -      9624    0.00    0.00    0.00    0.00    0.00     1  |__handler2
03:12:06 PM   978         -      9625    0.00    0.00    0.00    0.00    0.00     2  |__handler3
03:12:06 PM   978         -      9626    0.00    0.00    0.00    0.00    0.00    12  |__urcu4
03:12:06 PM   978         -      9627    0.00    0.00    0.00    0.00    0.00     5  |__handler5
03:12:06 PM   978         -      9628    0.00    0.00    0.00    0.00    0.00    12  |__handler6
03:12:06 PM   978         -      9629    0.00    0.00    0.00    0.00    0.00     8  |__handler7
03:12:06 PM   978         -      9630    0.00    0.00    0.00    0.00    0.00     6  |__handler8
03:12:06 PM   978         -      9631    0.00    0.00    0.00    0.00    0.00     8  |__handler9
03:12:06 PM   978         -      9632    0.00    0.00    0.00    0.00    0.00     8  |__handler10
03:12:06 PM   978         -      9633    0.00    0.00    0.00    0.00    0.00     9  |__handler11
03:12:06 PM   978         -      9634    0.00    0.00    0.00    0.00    0.00    10  |__handler12
03:12:06 PM   978         -      9635    0.00    0.00    0.00    0.00    0.00    12  |__handler13
03:12:06 PM   978         -      9636    0.00    0.00    0.00    0.00    0.00    12  |__handler14
03:12:06 PM   978         -      9637    0.00    0.00    0.00    0.00    0.00    13  |__handler15
03:12:06 PM   978         -      9638    0.00    0.00    0.00    0.00    0.00     7  |__handler16
03:12:06 PM   978         -      9639    0.00    0.00    0.00    0.00    0.00     0  |__handler17
03:12:06 PM   978         -      9640    2.00    1.00    0.00    0.00    3.00    12  |__revalidator18
03:12:06 PM   978         -      9641    1.00    1.00    0.00    0.00    2.00    10  |__revalidator19
03:12:06 PM   978         -      9642    1.00    2.00    0.00    0.00    3.00     4  |__revalidator20
03:12:06 PM   978         -      9643    2.00    0.00    0.00    0.00    2.00     3  |__revalidator21
03:12:06 PM   978         -      9644    1.00    1.00    0.00    0.00    2.00    11  |__revalidator22
03:12:06 PM   978         -      9645    2.00    2.00    0.00    0.00    4.00    14  |__revalidator23
03:12:06 PM   978         -      9646    2.00    1.00    0.00    0.00    3.00     2  |__revalidator24
03:12:06 PM   978         -      9647    1.00    1.00    0.00    0.00    2.00    13  |__revalidator25
03:12:06 PM   978         -      9648    2.00    1.00    0.00    0.00    3.00     0  |__revalidator26
03:12:06 PM   978         -      9649    2.00    1.00    0.00    0.00    3.00     7  |__revalidator27
03:12:07 PM   978      9621         -   14.00   11.00    0.00    0.00   25.00     9  ovs-vswitchd
