Run_Number	0.0	0.1	0.25	0.5	0.75	0.9	1.0
1	3678.958999999999833	435.961000000000013	394.857000000000028	413.916999999999973	299.055999999999983	149.413000000000011	72.790999999999997
2	627.976999999999975	604.293000000000006	297.050999999999988	574.504000000000019	311.656000000000006	215.896999999999991	26.747000000000000
3	706.195000000000050	365.072999999999979	426.624000000000024	544.813999999999965	350.413000000000011	186.634999999999991	22.125000000000000
4	586.633000000000038	681.288000000000011	484.882000000000005	521.344000000000051	350.495000000000005	159.788999999999987	49.079999999999998
5	702.168999999999983	593.308999999999969	388.050999999999988	444.944000000000017	317.735999999999990	198.691000000000003	22.419000000000000
6	607.596999999999980	453.444999999999993	580.221999999999980	616.491999999999962	376.396000000000015	194.664999999999992	30.664000000000001
7	671.905999999999949	423.668000000000006	421.778999999999996	639.025999999999954	336.569999999999993	198.611999999999995	38.326000000000001
8	765.662000000000035	364.857000000000028	618.149999999999977	405.687000000000012	421.922000000000025	192.365000000000009	34.795000000000002
9	699.057999999999993	424.192999999999984	418.211999999999989	506.956999999999994	302.338000000000022	171.441000000000003	31.042999999999999
10	675.697000000000003	400.788999999999987	413.101999999999975	925.152000000000044	394.502999999999986	172.147999999999996	31.513000000000002
