Linux 5.14.0-427.el9.x86_64 (centos) 	09/23/2024 	_x86_64_	(16 CPU)

11:54:47 PM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:54:48 PM     0   2472713         -    0.00    0.00    0.00    0.00    0.00     6  python3
11:54:48 PM     0         -   2472713    0.00    0.00    0.00    0.00    0.00     6  |__python3
11:54:49 PM     0   2472713         -    0.00    0.00    0.00    0.00    0.00     6  python3
11:54:49 PM     0         -   2472713    0.00    0.00    0.00    0.00    0.00     6  |__python3
11:54:50 PM     0   2472713         -    0.00    0.00    0.00    0.00    0.00     6  python3
11:54:50 PM     0         -   2472713    0.00    0.00    0.00    0.00    0.00     6  |__python3
11:54:51 PM     0   2472713         -    0.00    0.00    0.00    0.00    0.00     6  python3
11:54:51 PM     0         -   2472713    0.00    0.00    0.00    0.00    0.00     6  |__python3
11:54:52 PM     0   2472713         -    0.00    0.00    0.00    0.00    0.00     6  python3
11:54:52 PM     0         -   2472713    0.00    0.00    0.00    0.00    0.00     6  |__python3
11:54:53 PM     0   2472713         -   11.00    2.00    0.00    2.00   13.00    10  python3
11:54:53 PM     0         -   2472713   11.00    2.00    0.00    2.00   13.00    10  |__python3
11:54:54 PM     0   2472713         -    9.00    4.00    0.00    3.00   13.00    15  python3
11:54:54 PM     0         -   2472713    9.00    4.00    0.00    3.00   13.00    15  |__python3
11:54:55 PM     0   2472713         -    8.00    3.00    0.00    1.00   11.00    15  python3
11:54:55 PM     0         -   2472713    8.00    3.00    0.00    1.00   11.00    15  |__python3
11:54:56 PM     0   2472713         -    8.00    3.00    0.00    5.00   11.00     9  python3
11:54:56 PM     0         -   2472713    8.00    3.00    0.00    5.00   11.00     9  |__python3
11:54:57 PM     0   2472713         -    9.00    2.00    0.00    2.00   11.00     2  python3
11:54:57 PM     0         -   2472713    9.00    2.00    0.00    2.00   11.00     2  |__python3
11:54:58 PM     0   2472713         -    5.00    2.00    0.00    2.00    7.00    13  python3
11:54:58 PM     0         -   2472713    5.00    2.00    0.00    2.00    7.00    13  |__python3
11:54:59 PM     0   2472713         -    8.00    2.00    0.00    2.00   10.00     6  python3
11:54:59 PM     0         -   2472713    8.00    2.00    0.00    2.00   10.00     6  |__python3
11:55:00 PM     0   2472713         -    9.90    3.96    0.00    8.91   13.86     8  python3
11:55:00 PM     0         -   2472713    9.90    3.96    0.00    8.91   13.86     8  |__python3
11:55:01 PM     0   2472713         -   11.11    3.03    0.00    9.09   14.14    14  python3
11:55:01 PM     0         -   2472713   11.11    3.03    0.00    9.09   14.14    14  |__python3
11:55:02 PM     0   2472713         -    8.00    3.00    0.00    8.00   11.00     4  python3
11:55:02 PM     0         -   2472713    8.00    3.00    0.00    8.00   11.00     4  |__python3
11:55:03 PM     0   2472713         -    9.00    2.00    0.00    8.00   11.00     6  python3
11:55:03 PM     0         -   2472713    9.00    2.00    0.00    8.00   11.00     6  |__python3
11:55:04 PM     0   2472713         -   11.00    4.00    0.00    9.00   15.00     1  python3
11:55:04 PM     0         -   2472713   11.00    4.00    0.00    9.00   15.00     1  |__python3
11:55:05 PM     0   2472713         -   14.00    3.00    0.00   13.00   17.00     2  python3
11:55:05 PM     0         -   2472713   14.00    3.00    0.00   13.00   17.00     2  |__python3
11:55:06 PM     0   2472713         -    9.90    3.96    0.00   16.83   13.86    13  python3
11:55:06 PM     0         -   2472713    9.90    3.96    0.00   16.83   13.86    13  |__python3
11:55:07 PM     0   2472713         -    7.00    3.00    0.00   16.00   10.00     9  python3
11:55:07 PM     0         -   2472713    7.00    3.00    0.00   16.00   10.00     9  |__python3
11:55:08 PM     0   2472713         -   11.00    4.00    0.00   18.00   15.00    15  python3
11:55:08 PM     0         -   2472713   11.00    4.00    0.00   18.00   15.00    15  |__python3
11:55:09 PM     0   2472713         -   17.00    2.00    0.00   12.00   19.00     1  python3
11:55:09 PM     0         -   2472713   17.00    2.00    0.00   12.00   19.00     1  |__python3
11:55:10 PM     0   2472713         -    8.00    4.00    0.00   15.00   12.00    12  python3
11:55:10 PM     0         -   2472713    8.00    4.00    0.00   15.00   12.00    12  |__python3
11:55:11 PM     0   2472713         -    7.00    2.00    0.00   15.00    9.00     1  python3
11:55:11 PM     0         -   2472713    7.00    2.00    0.00   15.00    9.00     1  |__python3
11:55:12 PM     0   2472713         -   21.00    5.00    0.00   18.00   26.00    13  python3
11:55:12 PM     0         -   2472713   21.00    5.00    0.00   18.00   26.00    13  |__python3
11:55:13 PM     0   2472713         -   24.00    7.00    0.00   21.00   31.00    11  python3
11:55:13 PM     0         -   2472713   24.00    7.00    0.00   21.00   31.00    11  |__python3
11:55:14 PM     0   2472713         -   15.00    5.00    0.00   15.00   20.00     6  python3
11:55:14 PM     0         -   2472713   15.00    5.00    0.00   15.00   20.00     6  |__python3
11:55:15 PM     0   2472713         -    4.00    2.00    0.00    4.00    6.00    12  python3
11:55:15 PM     0         -   2472713    4.00    2.00    0.00    4.00    6.00    12  |__python3
11:55:16 PM     0   2472713         -    0.00    0.00    0.00    0.00    0.00    12  python3
11:55:16 PM     0         -   2472713    0.00    0.00    0.00    0.00    0.00    12  |__python3
11:55:17 PM     0   2472713         -    0.00    0.00    0.00    0.00    0.00    12  python3
11:55:17 PM     0         -   2472713    0.00    0.00    0.00    0.00    0.00    12  |__python3

Average:        0   2472713         -    8.16    2.50    0.00    7.46   10.66     -  python3
Average:        0         -   2472713    8.16    2.50    0.00    7.46   10.66     -  |__python3
