Linux 5.14.0-427.el9.x86_64 (centos) 	06/27/2024 	_x86_64_	(16 CPU)

03:47:43 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:52 PM    4    6.00    0.00    3.00    0.00    0.00   33.00    0.00    0.00    0.00   58.00
03:47:52 PM    5    3.03    0.00    2.02    0.00    0.00   33.33    0.00    0.00    0.00   61.62
03:47:52 PM    6    2.00    0.00    4.00    0.00    0.00   34.00    0.00    0.00    0.00   60.00
03:47:52 PM    7    3.00    0.00    2.00    0.00    0.00   32.00    0.00    0.00    0.00   63.00
03:47:52 PM    8    3.96    0.00    1.98    0.00    0.99   34.65    0.00    0.00    0.00   58.42
03:47:52 PM    9    1.00    0.00    2.00    0.00    0.00   35.00    0.00    0.00    0.00   62.00
03:47:52 PM   10    6.00    0.00    3.00    0.00    0.00   34.00    0.00    0.00    0.00   57.00
03:47:52 PM   11    1.00    0.00    0.00    0.00    0.00   33.00    0.00    0.00    0.00   66.00
03:47:52 PM   12    0.99    0.00    0.99    0.00    0.00   31.68    0.00    0.00    0.00   66.34
03:47:52 PM   13    6.93    0.00    3.96    0.00    0.00   33.66    0.00    0.00    0.00   55.45
03:47:52 PM   14    4.95    0.00    2.97    0.00    0.99   32.67    0.00    0.00    0.00   58.42
03:47:52 PM   15    5.94    0.00    3.96    0.00    0.00   32.67    0.00    0.00    0.00   57.43

03:47:52 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:53 PM  all    3.79    0.00    2.61    0.00    0.31   33.02    0.00    0.00    0.00   60.27
03:47:53 PM    0    1.98    0.00    2.97    0.00    0.00   32.67    0.00    0.00    0.00   62.38
03:47:53 PM    1    0.00    0.00    1.01    0.00    0.00   36.36    0.00    0.00    0.00   62.63
03:47:53 PM    2    5.94    0.00    3.96    0.00    0.99   31.68    0.00    0.00    0.00   57.43
03:47:53 PM    3    7.00    0.00    3.00    0.00    0.00   32.00    0.00    0.00    0.00   58.00
03:47:53 PM    4    3.96    0.00    2.97    0.00    0.99   31.68    0.00    0.00    0.00   60.40
03:47:53 PM    5    2.00    0.00    2.00    0.00    0.00   34.00    0.00    0.00    0.00   62.00
03:47:53 PM    6    3.92    0.00    1.96    0.00    0.98   33.33    0.00    0.00    0.00   59.80
03:47:53 PM    7    5.94    0.00    3.96    0.00    0.00   31.68    0.00    0.00    0.00   58.42
03:47:53 PM    8    5.94    0.00    3.96    0.00    0.00   34.65    0.00    0.00    0.00   55.45
03:47:53 PM    9    0.99    0.00    0.99    0.00    0.00   33.66    0.00    0.00    0.00   64.36
03:47:53 PM   10    5.05    0.00    3.03    0.00    0.00   32.32    0.00    0.00    0.00   59.60
03:47:53 PM   11    5.94    0.00    3.96    0.00    0.00   34.65    0.00    0.00    0.00   55.45
03:47:53 PM   12    4.00    0.00    2.00    0.00    1.00   33.00    0.00    0.00    0.00   60.00
03:47:53 PM   13    5.94    0.00    2.97    0.00    0.99   31.68    0.00    0.00    0.00   58.42
03:47:53 PM   14    1.94    0.00    1.94    0.00    0.00   32.04    0.00    0.00    0.00   64.08
03:47:53 PM   15    0.00    0.00    1.00    0.00    0.00   33.00    0.00    0.00    0.00   66.00

03:47:53 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:54 PM  all    3.93    0.00    2.37    0.00    0.31   33.29    0.00    0.00    0.00   60.10
03:47:54 PM    0    2.00    0.00    1.00    0.00    0.00   32.00    0.00    0.00    0.00   65.00
03:47:54 PM    1    4.85    0.00    1.94    0.00    0.97   36.89    0.00    0.00    0.00   55.34
03:47:54 PM    2    4.95    0.00    2.97    0.00    0.00   32.67    0.00    0.00    0.00   59.41
03:47:54 PM    3    6.00    0.00    3.00    0.00    0.00   33.00    0.00    0.00    0.00   58.00
03:47:54 PM    4    4.04    0.00    2.02    0.00    0.00   32.32    0.00    0.00    0.00   61.62
03:47:54 PM    5    4.04    0.00    2.02    0.00    0.00   32.32    0.00    0.00    0.00   61.62
03:47:54 PM    6    3.00    0.00    3.00    0.00    0.00   35.00    0.00    0.00    0.00   59.00
03:47:54 PM    7    7.00    0.00    3.00    0.00    0.00   31.00    0.00    0.00    0.00   59.00
03:47:54 PM    8    1.01    0.00    0.00    0.00    0.00   35.35    0.00    0.00    0.00   63.64
03:47:54 PM    9    6.00    0.00    4.00    0.00    1.00   32.00    0.00    0.00    0.00   57.00
03:47:54 PM   10    0.98    0.00    0.98    0.00    0.98   34.31    0.00    0.00    0.00   62.75
03:47:54 PM   11    2.00    0.00    2.00    0.00    1.00   34.00    0.00    0.00    0.00   61.00
03:47:54 PM   12    3.92    0.00    2.94    0.00    0.00   33.33    0.00    0.00    0.00   59.80
03:47:54 PM   13    5.05    0.00    3.03    0.00    0.00   32.32    0.00    0.00    0.00   59.60
03:47:54 PM   14    5.05    0.00    4.04    0.00    0.00   32.32    0.00    0.00    0.00   58.59
03:47:54 PM   15    2.97    0.00    1.98    0.00    0.99   33.66    0.00    0.00    0.00   60.40

03:47:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:47:55 PM  all    4.02    0.00    2.48    0.00    0.31   34.34    0.00    0.00    0.00   58.85
03:47:55 PM    0    3.96    0.00    3.96    0.00    0.99   32.67    0.00    0.00    0.00   58.42
03:47:55 PM    1    3.00    0.00    2.00    0.00    0.00   39.00    0.00    0.00    0.00   56.00
03:47:55 PM    2    2.00    0.00    1.00    0.00    0.00   33.00    0.00    0.00    0.00   64.00
03:47:55 PM    3    5.94    0.00    2.97    0.00    0.99   35.64    0.00    0.00    0.00   54.46
03:47:55 PM    4    5.94    0.00    3.96    0.00    0.00   32.67    0.00    0.00    0.00   57.43
03:47:55 PM    5    5.83    0.00    2.91    0.00    0.97   33.01    0.00    0.00    0.00   57.28
03:47:55 PM    6    3.96    0.00    1.98    0.00    0.00   35.64    0.00    0.00    0.00   58.42
03:47:55 PM    7    1.98    0.00    1.98    0.00    0.99   31.68    0.00    0.00    0.00   63.37
03:47:55 PM    8    2.94    0.00    2.94    0.00    0.98   36.27    0.00    0.00    0.00   56.86
03:47:55 PM    9    5.94    0.00    2.97    0.00    0.00   33.66    0.00    0.00    0.00   57.43
03:47:55 PM   10    3.00    0.00    1.00    0.00    0.00   34.00    0.00    0.00    0.00   62.00
03:47:55 PM   11    0.99    0.00    0.99    0.00    0.00   36.63    0.00    0.00    0.00   61.39
