Linux 5.14.0-427.el9.x86_64 (centos) 	06/27/2024 	_x86_64_	(16 CPU)

03:32:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:32:47 PM  all    0.75    0.00    0.81    0.00    0.06    0.06    0.00    0.00    0.00   98.32
03:32:47 PM    0    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:47 PM    1    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:32:47 PM    2    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
03:32:47 PM    3    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:47 PM    4    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
03:32:47 PM    5    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:47 PM    6    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
03:32:47 PM    7    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:47 PM    8    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
03:32:47 PM    9    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:47 PM   10    0.00    0.00    0.98    0.00    0.98    0.00    0.00    0.00    0.00   98.04
03:32:47 PM   11    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
03:32:47 PM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:47 PM   13    0.99    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   97.03
03:32:47 PM   14    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
03:32:47 PM   15    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99

03:32:47 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:32:48 PM  all    0.69    0.00    0.56    0.00    0.00    0.06    0.00    0.00    0.00   98.68
03:32:48 PM    0    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:48 PM    1    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:48 PM    2    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:32:48 PM    3    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:48 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:48 PM    5    0.99    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   97.03
03:32:48 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:48 PM    7    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:32:48 PM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:48 PM    9    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:48 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:48 PM   11    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
03:32:48 PM   12    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
03:32:48 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:48 PM   14    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:48 PM   15    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00

03:32:48 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:32:49 PM  all    0.62    0.00    0.87    0.00    0.12    0.12    0.00    0.00    0.00   98.25
03:32:49 PM    0    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:32:49 PM    1    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:49 PM    2    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:32:49 PM    3    0.98    0.00    1.96    0.00    0.98    0.00    0.00    0.00    0.00   96.08
03:32:49 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:49 PM    5    1.98    0.00    0.99    0.00    0.99    0.00    0.00    0.00    0.00   96.04
03:32:49 PM    6    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
03:32:49 PM    7    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
03:32:49 PM    8    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
03:32:49 PM    9    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:49 PM   10    0.98    0.00    0.98    0.00    0.00    0.98    0.00    0.00    0.00   97.06
03:32:49 PM   11    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:32:49 PM   12    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:32:49 PM   13    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:49 PM   14    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:32:49 PM   15    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02

03:32:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:32:50 PM  all   18.71    0.00   24.78    0.00    0.44   28.54    0.00    0.00    0.00   27.53
03:32:50 PM    0   17.00    0.00   26.00    0.00    0.00   29.00    0.00    0.00    0.00   28.00
03:32:50 PM    1   20.20    0.00   25.25    0.00    0.00   28.28    0.00    0.00    0.00   26.26
03:32:50 PM    2   17.82    0.00   25.74    0.00    0.99   28.71    0.00    0.00    0.00   26.73
03:32:50 PM    3   15.00    0.00   26.00    0.00    0.00   30.00    0.00    0.00    0.00   29.00
03:32:50 PM    4   21.00    0.00   22.00    0.00    1.00   28.00    0.00    0.00    0.00   28.00
03:32:50 PM    5   43.43    0.00   29.29    0.00    0.00    0.00    0.00    0.00    0.00   27.27
03:32:50 PM    6   16.33    0.00   23.47    0.00    0.00   29.59    0.00    0.00    0.00   30.61
03:32:50 PM    7   21.78    0.00   23.76    0.00    0.99   28.71    0.00    0.00    0.00   24.75
03:32:50 PM    8   15.84    0.00   27.72    0.00    0.99   27.72    0.00    0.00    0.00   27.72
03:32:50 PM    9   20.00    0.00   23.00    0.00    0.00   29.00    0.00    0.00    0.00   28.00
03:32:50 PM   10   19.00    0.00   26.00    0.00    0.00   28.00    0.00    0.00    0.00   27.00
03:32:50 PM   11    6.93    0.00   15.84    0.00    0.99   52.48    0.00    0.00    0.00   23.76
03:32:50 PM   12   15.15    0.00   25.25    0.00    0.00   29.29    0.00    0.00    0.00   30.30
03:32:50 PM   13   17.17    0.00   24.24    0.00    1.01   29.29    0.00    0.00    0.00   28.28
03:32:50 PM   14   15.84    0.00   26.73    0.00    0.99   28.71    0.00    0.00    0.00   27.72
03:32:50 PM   15   17.17    0.00   26.26    0.00    0.00   29.29    0.00    0.00    0.00   27.27

03:32:50 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:32:51 PM  all   22.03    0.00   26.78    0.06    0.69   43.13    0.00    0.00    0.00    7.30
03:32:51 PM    0   18.81    0.00   25.74    0.00    0.99   44.55    0.00    0.00    0.00    9.90
03:32:51 PM    1   22.77    0.00   26.73    0.00    0.99   43.56    0.00    0.00    0.00    5.94
03:32:51 PM    2   25.00    0.00   24.00    0.00    1.00   44.00    0.00    0.00    0.00    6.00
03:32:51 PM    3   22.22    0.00   25.25    0.00    1.01   43.43    0.00    0.00    0.00    8.08
03:32:51 PM    4   22.00    0.00   27.00    0.00    0.00   43.00    0.00    0.00    0.00    8.00
03:32:51 PM    5   32.00    0.00   29.00    0.00    1.00   31.00    0.00    0.00    0.00    7.00
03:32:51 PM    6   20.79    0.00   26.73    0.00    0.99   43.56    0.00    0.00    0.00    7.92
03:32:51 PM    7   23.23    0.00   27.27    0.00    0.00   42.42    0.00    0.00    0.00    7.07
03:32:51 PM    8   24.00    0.00   29.00    0.00    0.00   43.00    0.00    0.00    0.00    4.00
03:32:51 PM    9   20.79    0.00   29.70    0.00    0.99   43.56    0.00    0.00    0.00    4.95
03:32:51 PM   10   20.00    0.00   24.00    1.00    1.00   42.00    0.00    0.00    0.00   12.00
03:32:51 PM   11   15.69    0.00   25.49    0.00    0.98   51.96    0.00    0.00    0.00    5.88
03:32:51 PM   12   19.19    0.00   27.27    0.00    1.01   43.43    0.00    0.00    0.00    9.09
03:32:51 PM   13   21.00    0.00   27.00    0.00    0.00   43.00    0.00    0.00    0.00    9.00
03:32:51 PM   14   26.53    0.00   24.49    0.00    0.00   43.88    0.00    0.00    0.00    5.10
03:32:51 PM   15   18.81    0.00   29.70    0.00    0.99   43.56    0.00    0.00    0.00    6.93

03:32:51 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:32:52 PM  all   20.15    0.00   27.70    0.00    0.56   44.67    0.06    0.00    0.00    6.86
03:32:52 PM    0   21.00    0.00   27.00    0.00    1.00   45.00    0.00    0.00    0.00    6.00
03:32:52 PM    1   21.57    0.00   30.39    0.00    0.98   43.14    0.00    0.00    0.00    3.92
03:32:52 PM    2   24.00    0.00   25.00    0.00    0.00   45.00    0.00    0.00    0.00    6.00
03:32:52 PM    3   18.81    0.00   25.74    0.00    0.00   45.54    0.00    0.00    0.00    9.90
