Linux 5.14.0-427.el9.x86_64 (centos) 	06/27/2024 	_x86_64_	(16 CPU)

03:35:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:35:28 PM  all    0.94    0.00    0.94    0.00    0.00    0.06    0.00    0.00    0.00   98.06
03:35:28 PM    0    1.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   98.00
03:35:28 PM    1    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
03:35:28 PM    2    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
03:35:28 PM    3    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
03:35:28 PM    4    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
03:35:28 PM    5    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
03:35:28 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:35:28 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:35:28 PM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:35:28 PM    9    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
03:35:28 PM   10    0.99    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   97.03
03:35:28 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:35:28 PM   12    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
03:35:28 PM   13    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
03:35:28 PM   14    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:35:28 PM   15    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00

03:35:28 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:35:29 PM  all    1.25    0.00    1.13    0.00    0.00    0.00    0.00    0.00    0.00   97.62
03:35:29 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:35:29 PM    1    4.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
03:35:29 PM    2    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
03:35:29 PM    3    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
03:35:29 PM    4    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
03:35:29 PM    5    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
03:35:29 PM    6    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
03:35:29 PM    7    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
03:35:29 PM    8    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
03:35:29 PM    9    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
03:35:29 PM   10    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
03:35:29 PM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:35:29 PM   12    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
03:35:29 PM   13    2.02    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.97
03:35:29 PM   14    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
03:35:29 PM   15    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98

03:35:29 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:35:30 PM  all    7.30    0.00    9.18    0.00    0.25    9.36    0.06    0.00    0.00   73.85
03:35:30 PM    0    5.83    0.00   10.68    0.00    0.97    8.74    0.00    0.00    0.00   73.79
03:35:30 PM    1    5.94    0.00   10.89    0.00    0.00    9.90    0.99    0.00    0.00   72.28
03:35:30 PM    2    7.07    0.00   11.11    0.00    0.00    9.09    0.00    0.00    0.00   72.73
03:35:30 PM    3    8.00    0.00   10.00    0.00    0.00    9.00    0.00    0.00    0.00   73.00
03:35:30 PM    4    8.08    0.00    9.09    0.00    0.00    9.09    0.00    0.00    0.00   73.74
03:35:30 PM    5   17.82    0.00    7.92    0.00    0.99    0.00    0.00    0.00    0.00   73.27
03:35:30 PM    6    4.95    0.00    9.90    0.00    0.00    9.90    0.00    0.00    0.00   75.25
03:35:30 PM    7    8.82    0.00    8.82    0.00    0.98    9.80    0.00    0.00    0.00   71.57
03:35:30 PM    8    7.07    0.00    8.08    0.00    0.00   10.10    0.00    0.00    0.00   74.75
03:35:30 PM    9    6.06    0.00    9.09    0.00    0.00    9.09    0.00    0.00    0.00   75.76
03:35:30 PM   10    9.09    0.00    7.07    0.00    0.00    9.09    0.00    0.00    0.00   74.75
03:35:30 PM   11    2.02    0.00    6.06    0.00    0.00   17.17    0.00    0.00    0.00   74.75
03:35:30 PM   12    4.08    0.00   10.20    0.00    0.00    9.18    0.00    0.00    0.00   76.53
03:35:30 PM   13    8.82    0.00    8.82    0.00    0.98    9.80    0.00    0.00    0.00   71.57
03:35:30 PM   14    7.00    0.00    9.00    0.00    0.00   10.00    0.00    0.00    0.00   74.00
03:35:30 PM   15    6.00    0.00   10.00    0.00    0.00   10.00    0.00    0.00    0.00   74.00

03:35:30 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:35:31 PM  all   25.47    0.00   27.84    0.00    0.62   38.89    0.00    0.00    0.00    7.18
03:35:31 PM    0   24.49    0.00   30.61    0.00    0.00   38.78    0.00    0.00    0.00    6.12
03:35:31 PM    1   24.00    0.00   30.00    0.00    0.00   39.00    0.00    0.00    0.00    7.00
03:35:31 PM    2   28.00    0.00   27.00    0.00    1.00   37.00    0.00    0.00    0.00    7.00
03:35:31 PM    3   22.22    0.00   29.29    0.00    1.01   39.39    0.00    0.00    0.00    8.08
03:35:31 PM    4   28.71    0.00   26.73    0.00    0.99   39.60    0.00    0.00    0.00    3.96
03:35:31 PM    5   55.56    0.00   27.27    0.00    0.00    2.02    0.00    0.00    0.00   15.15
03:35:31 PM    6   24.24    0.00   27.27    0.00    1.01   40.40    0.00    0.00    0.00    7.07
03:35:31 PM    7   21.43    0.00   30.61    0.00    0.00   39.80    0.00    0.00    0.00    8.16
03:35:31 PM    8   26.73    0.00   28.71    0.00    0.99   38.61    0.00    0.00    0.00    4.95
03:35:31 PM    9   25.00    0.00   28.00    0.00    1.00   41.00    0.00    0.00    0.00    5.00
03:35:31 PM   10   21.57    0.00   31.37    0.00    0.98   39.22    0.00    0.00    0.00    6.86
03:35:31 PM   11    7.77    0.00   17.48    0.00    0.00   67.96    0.00    0.00    0.00    6.80
