Time,%usr,%sys,%CPU
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:44,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:45,0.00,0.00,0.00
03:47:46,0.00,4.00,4.00
03:47:46,1.00,4.00,5.00
03:47:46,1.00,4.00,5.00
03:47:46,1.00,2.00,3.00
03:47:46,1.00,4.00,5.00
03:47:46,1.00,4.00,5.00
03:47:46,1.00,4.00,5.00
03:47:46,1.00,5.00,6.00
03:47:46,1.00,4.00,5.00
03:47:46,1.00,4.00,5.00
03:47:46,1.00,4.00,5.00
03:47:46,1.00,4.00,5.00
03:47:46,0.00,5.00,5.00
03:47:46,1.00,5.00,6.00
03:47:46,1.00,3.00,4.00
03:47:46,0.00,5.00,5.00
03:47:47,3.00,10.00,13.00
03:47:47,2.00,13.00,15.00
03:47:47,3.00,12.00,15.00
03:47:47,3.00,12.00,15.00
03:47:47,3.00,10.00,13.00
03:47:47,3.00,11.00,14.00
03:47:47,3.00,10.00,13.00
03:47:47,2.00,11.00,13.00
03:47:47,2.00,12.00,14.00
03:47:47,2.00,11.00,13.00
03:47:47,3.00,11.00,14.00
03:47:47,4.00,10.00,14.00
03:47:47,3.00,11.00,14.00
03:47:47,3.00,11.00,14.00
03:47:47,4.00,11.00,15.00
03:47:47,3.00,10.00,13.00
03:47:48,1.00,1.00,2.00
03:47:48,1.00,0.00,1.00
03:47:48,0.00,0.00,0.00
03:47:48,0.00,0.00,0.00
03:47:48,0.00,0.00,0.00
03:47:48,0.00,0.00,0.00
03:47:48,1.00,1.00,2.00
03:47:48,1.00,0.00,1.00
03:47:48,1.00,1.00,2.00
03:47:48,1.00,0.00,1.00
03:47:48,0.00,1.00,1.00
03:47:48,0.00,0.00,0.00
03:47:48,0.00,0.00,0.00
03:47:48,0.00,0.00,0.00
03:47:48,0.00,0.00,0.00
03:47:48,1.00,0.00,1.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,1.00,1.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,1.00,1.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,0.00,0.00
03:47:49,0.00,1.00,1.00
03:47:50,0.00,0.00,0.00
03:47:50,0.00,0.00,0.00
03:47:50,0.00,1.00,1.00
03:47:50,1.00,0.00,1.00
03:47:50,0.00,0.00,0.00
03:47:50,0.00,0.00,0.00
03:47:50,0.00,0.00,0.00
03:47:50,0.00,1.00,1.00
03:47:50,0.00,0.00,0.00
03:47:50,0.00,1.00,1.00
03:47:50,0.00,0.00,0.00
03:47:50,0.00,1.00,1.00
03:47:50,1.00,0.00,1.00
03:47:50,0.00,0.00,0.00
03:47:50,0.00,1.00,1.00
03:47:50,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,1.00,1.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
03:47:51,0.00,0.00,0.00
