Run_Number	0.0	0.1	0.25	0.5	0.75	0.9	1.0
1	930982.7612661781	337899.69676262065	361518.02155331784	329861.0753222994	141932.80064203023	2863.897546634753	612.0063179916318
2	787667.9550413714	358017.9365079365	348065.2854515358	329177.0670905427	173405.86314522862	1826.653509191118	553.8433842980764
3	753270.1832525135	341964.1985034064	329201.19188682194	335904.4680411153	130486.10644308428	1945.5273461364784	521.6953290229017
4	792175.6120209871	408306.482503888	340506.9776009096	390452.8071474826	137767.46975236613	1961.701427163558	547.5715496268758
5	763951.9996157675	402133.0284196758	331377.73667631316	381540.40106706443	153285.2389998255	2150.0486731843575	627.8034068340378
6	700558.2579844557	333812.5499795242	328700.9912885222	351520.8163739043	163333.1428480691	1921.8931735657227	646.3632795464457
7	756852.5938952602	288286.1237941489	316294.5086527294	367067.87346515706	154622.47747312783	1954.2799787373754	516.4259239842726
8	764125.5053095175	305482.0139526822	382185.45578581543	361391.5299972353	136813.59027818794	1817.3569873473639	506.73190231080935
9	701063.1125394778	302920.6827270451	354525.7999477443	336938.6454624292	177470.06493863848	1526.8859520184787	531.6235554611908
10	728407.6124203387	316574.4270094918	339797.42613361694	441638.6057565127	156010.68255463944	1575.7860454907125	534.2534365864278
