Run_Number	0.0	0.1	0.25	0.5	0.75	0.9	1.0
1	1130414.849882554	48589.254796077876	93590.77634854772	146664.64137229248	100546.98924224578	2604.531239741766	636.9773669661369
2	922465.240288686	58938.86722641241	94684.66095179987	142734.17729711317	122009.35552520769	1671.7903660205748	565.1192293487628
3	895928.4305616021	56581.571745016	96756.61114585504	149321.346348846	95925.30525717534	1716.8587298025134	544.6492694873743
4	966122.5504561792	63692.33222421295	93577.2914696309	166416.59779102728	96679.88533182807	1774.5198561520679	578.5155332302936
5	898880.93595911	61305.55769705955	87040.19009805276	159185.76052746613	101108.55994276433	2011.0277245244065	670.7939168662211
6	782457.8869636963	56797.74258179052	87272.9841983381	157771.83305913932	110381.77536600245	1688.6570990023024	680.2799037045022
7	882186.628818201	52112.34170425454	93253.41170519107	170416.19651067583	108446.17815524392	1774.5596607309383	534.4947376168396
8	896577.8241804135	50429.568932306	97890.35359913405	154098.77768505382	100999.36923354698	1671.4089786756454	519.4979724249797
9	847818.8166242186	54600.94547692308	95597.88676876726	147096.75427094498	119724.37131909764	1372.5706702057066	544.5036878216124
10	856235.2248891208	51279.48665739218	85588.93999521874	193788.3689724554	108307.63444145686	1404.1969444336733	562.1999313834806
