[17:12:15] port 0: ovs-system, UPCALL packets:105170 errors:39550
[17:12:15] port 1: br-int, UPCALL packets:0 errors:0
[17:12:15] port 2: ens16f1np1, UPCALL packets:2064672 errors:7538
[17:12:15] port 3: pod1, UPCALL packets:177 errors:0
[17:12:15] port 4: pod2, UPCALL packets:134 errors:0
[17:12:15] port 5: pod3, UPCALL packets:221 errors:0
[17:12:15] port 6: pod4, UPCALL packets:179 errors:0
[17:12:15] port 7: pod5, UPCALL packets:313 errors:0
[17:12:15] port 8: pod6, UPCALL packets:17 errors:0
[17:12:15] port 9: pod7, UPCALL packets:155 errors:0
[17:12:15] port 10: pod8, UPCALL packets:398 errors:0
[17:12:16] port 0: ovs-system, UPCALL packets:105170 errors:39550
[17:12:16] port 1: br-int, UPCALL packets:0 errors:0
[17:12:16] port 2: ens16f1np1, UPCALL packets:2064672 errors:7538
[17:12:16] port 3: pod1, UPCALL packets:177 errors:0
[17:12:16] port 4: pod2, UPCALL packets:134 errors:0
[17:12:16] port 5: pod3, UPCALL packets:221 errors:0
[17:12:16] port 6: pod4, UPCALL packets:179 errors:0
[17:12:16] port 7: pod5, UPCALL packets:313 errors:0
[17:12:16] port 8: pod6, UPCALL packets:17 errors:0
[17:12:16] port 9: pod7, UPCALL packets:155 errors:0
[17:12:16] port 10: pod8, UPCALL packets:398 errors:0
[17:12:17] port 0: ovs-system, UPCALL packets:105170 errors:39550
[17:12:17] port 1: br-int, UPCALL packets:0 errors:0
[17:12:17] port 2: ens16f1np1, UPCALL packets:2064672 errors:7538
[17:12:17] port 3: pod1, UPCALL packets:177 errors:0
[17:12:17] port 4: pod2, UPCALL packets:134 errors:0
[17:12:17] port 5: pod3, UPCALL packets:221 errors:0
[17:12:17] port 6: pod4, UPCALL packets:179 errors:0
[17:12:17] port 7: pod5, UPCALL packets:313 errors:0
[17:12:17] port 8: pod6, UPCALL packets:17 errors:0
[17:12:17] port 9: pod7, UPCALL packets:155 errors:0
[17:12:17] port 10: pod8, UPCALL packets:398 errors:0
[17:12:18] port 0: ovs-system, UPCALL packets:105170 errors:39550
[17:12:18] port 1: br-int, UPCALL packets:0 errors:0
[17:12:18] port 2: ens16f1np1, UPCALL packets:2064672 errors:7538
[17:12:18] port 3: pod1, UPCALL packets:177 errors:0
[17:12:18] port 4: pod2, UPCALL packets:134 errors:0
[17:12:18] port 5: pod3, UPCALL packets:221 errors:0
[17:12:18] port 6: pod4, UPCALL packets:179 errors:0
[17:12:18] port 7: pod5, UPCALL packets:313 errors:0
[17:12:18] port 8: pod6, UPCALL packets:17 errors:0
[17:12:18] port 9: pod7, UPCALL packets:155 errors:0
[17:12:18] port 10: pod8, UPCALL packets:398 errors:0
[17:12:19] port 0: ovs-system, UPCALL packets:105170 errors:39550
[17:12:19] port 1: br-int, UPCALL packets:0 errors:0
[17:12:19] port 2: ens16f1np1, UPCALL packets:2129727 errors:7538
[17:12:19] port 3: pod1, UPCALL packets:177 errors:0
[17:12:19] port 4: pod2, UPCALL packets:135 errors:0
[17:12:19] port 5: pod3, UPCALL packets:221 errors:0
[17:12:19] port 6: pod4, UPCALL packets:191 errors:0
[17:12:19] port 7: pod5, UPCALL packets:325 errors:0
[17:12:19] port 8: pod6, UPCALL packets:43 errors:0
[17:12:19] port 9: pod7, UPCALL packets:167 errors:0
[17:12:19] port 10: pod8, UPCALL packets:422 errors:0
[17:12:21] port 0: ovs-system, UPCALL packets:105170 errors:39550
