Run_Number	0.0	0.1	0.25	0.5	0.75	0.9	1.0
1	48	43	41	43	34	36	41
2	52	42	42	39	39	37	39
3	53	41	43	43	39	40	37
4	45	41	38	38	40	37	42
5	53	44	41	41	38	40	42
6	50	43	36	43	33	40	42
7	55	45	40	42	34	39	41
8	50	46	43	43	38	36	36
9	50	45	44	43	37	39	37
10	54	43	38	41	41	41	38
